"","Data Source","World Development Indicators","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65"
"19","Azerbaijan","AZE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","12",NA,"10.4838709677419","10.4838709677419","10.4838709677419","10.4838709677419","13.0434782608696","11.290322580645199","11.3821138211382","11.3821138211382","11.3821138211382","16","16","16","15.5737704918033","15.5737704918033","16.935483870967701","16.800000000000001","16.800000000000001","16.800000000000001","16.806722689075599","17.355371900826398"
"20","Burundi","BDI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.864406779661","5.9829059829059803","14.4067796610169","14.4067796610169","18.435754189944099","18.435754189944099","18.435754189944099","30.508474576271201","30.508474576271201","30.508474576271201","30.508474576271201","31.355932203389798","32.075471698113198","30.476190476190499","30.476190476190499","30.476190476190499","30.476190476190499","36.363636363636402","36.363636363636402","36.363636363636402","36.363636363636402","36.363636363636402","38.211382113821102"
"21","Belgium","BEL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.6666666666667","12.6666666666667","23.3333333333333","23.3333333333333","23.3333333333333","23.3333333333333","35.3333333333333","34.6666666666667","34.6666666666667","34.6666666666667","35.3333333333333","35.3333333333333","38","39.3333333333333","38","38","38","39.3333333333333","39.3333333333333","39.3333333333333","38","38","42","41.3333333333333"
"22","Benin","BEN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.2289156626505999","7.2289156626505999","6.0240963855421699","6.0240963855421699","6.0240963855421699","6.0240963855421699","6.0240963855421699","7.2289156626505999","7.2289156626505999","7.2289156626505999","10.8433734939759","10.8433734939759","10.8433734939759","10.8433734939759","8.4337349397590398","8.4337349397590398","8.4337349397590398","8.4337349397590398","7.2289156626505999","7.2289156626505999","7.2289156626505999","7.2289156626505999","7.2289156626505999","7.2289156626505999"
"23","Burkina Faso","BFA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.0090090090090094","8.1081081081081106","8.1081081081081106","8.1081081081081106","8.1081081081081106","11.7117117117117","11.7117117117117","11.7117117117117","11.7117117117117","11.7117117117117","15.315315315315299","15.315315315315299","15.315315315315299","15.315315315315299","15.315315315315299","15.748031496063","15.748031496063",NA,"9.4488188976377891","9.4488188976377891","11.0236220472441","11.0236220472441","13.3858267716535","6.2992125984251999"
"24","Bangladesh","BGD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.0909090909090899","9.0909090909090899","9.0909090909090899","9.0909090909090899",NA,"2","2","2","14.7826086956522","15.072463768115901",NA,"6.3333333333333304","18.550724637681199","18.550724637681199","19.714285714285701","19.714285714285701","19.714285714285701","19.827586206896601","20","20","20.285714285714299","20.285714285714299","20.630372492836699","20.916905444126101"
"25","Bulgaria","BGR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.8333333333333","10.8333333333333","10.8333333333333","10.8333333333333","26.25","26.25","26.25","26.25","22.0833333333333","22.0833333333333","21.6666666666667","21.6666666666667","20.8333333333333","20.8333333333333","20.8333333333333","22.9166666666667","24.5833333333333","20","20.4166666666667","20.4166666666667","23.75","23.75","25.8333333333333","26.6666666666667"
"26","Bahrain","BHR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","2.5","2.5","2.5","2.5","2.5","10","10","10","7.5","7.5","7.5","7.5","15","15","15"
"27","Bahamas, The","BHS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","15","15","15","15",NA,"20","20","20","20","12.1951219512195","12.1951219512195","12.1951219512195","12.1951219512195","12.1951219512195","13.157894736842101","13.157894736842101","13.157894736842101","13.157894736842101","13.157894736842101","12.8205128205128","12.8205128205128","12.8205128205128","12.8205128205128"
"28","Bosnia and Herzegovina","BIH","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1428571428571397",NA,"16.6666666666667","16.6666666666667","16.6666666666667","14.285714285714301","11.9047619047619","11.9047619047619","19.047619047619001","16.6666666666667","21.428571428571399","21.428571428571399","21.428571428571399","21.428571428571399","21.428571428571399","21.428571428571399","21.428571428571399","21.428571428571399","21.428571428571399","26.1904761904762"
"29","Belarus","BLR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.3092783505155","10.3092783505155","10.3092783505155","29.357798165137599","29.090909090909101","29.090909090909101","29.090909090909101","31.818181818181799","31.818181818181799","31.818181818181799","31.818181818181799","26.605504587155998","26.605504587155998","26.605504587155998","27.272727272727298","34.545454545454497","34.545454545454497","34.545454545454497","40","40"
"30","Belize","BLZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.4482758620689702","3.4482758620689702","6.8965517241379297","6.8965517241379297","6.8965517241379297","6.8965517241379297","3.3333333333333299","6.6666666666666696","6.6666666666666696","6.6666666666666696","3.3333333333333299","0","0","0","0","3.125","3.125","3.125","3.125","3.125","9.375","9.375","9.375","9.67741935483871"
"31","Bermuda","BMU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Bolivia","BOL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.538461538461499","11.538461538461499","11.538461538461499","18.461538461538499","18.461538461538499","19.230769230769202","16.923076923076898","16.923076923076898","16.923076923076898","16.923076923076898","22.307692307692299","25.384615384615401","25.384615384615401","25.384615384615401","25.384615384615401","53.076923076923102","53.076923076923102","53.076923076923102","53.076923076923102","53.076923076923102","53.076923076923102","46.153846153846203"
"33","Brazil","BRA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.6276803118908401","6.6276803118908401","5.6530214424951302","5.6530214424951302","6.8226120857699799","6.2378167641325497","8.5769980506822598","8.5769980506822598","8.5769980506822598","8.7719298245614006","8.9668615984405395","8.9668615984405395","8.7719298245614006","8.5769980506822598","8.5769980506822598","8.5769980506822598","8.5769980506822598","9.9415204678362592","9.9415204678362592","9.9415204678362592","10.721247563352801","15.009746588694","15.009746588694","14.619883040935701"
"34","Barbados","BRB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.714285714285699","10.714285714285699","10.714285714285699","10.714285714285699","10.714285714285699","10.714285714285699","13.3333333333333","13.3333333333333","13.3333333333333","13.3333333333333","13.3333333333333","10","10","10","10","10","16.6666666666667","16.6666666666667","16.6666666666667","16.6666666666667","16.6666666666667","20","20","20"
"35","Brunei Darussalam","BRN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.4516129032258096","9.0909090909090899","9.0909090909090899","9.0909090909090899","9.0909090909090899"
"36","Bhutan","BTN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","9.3333333333333304","9.3333333333333304","9.3333333333333304","9.3333333333333304","9.2105263157894708","9.3333333333333304","2.6666666666666701","2.6666666666666701","8.5106382978723403","8.5106382978723403","8.5106382978723403","8.5106382978723403","8.5106382978723403","6.3829787234042596","8.5106382978723403","8.5106382978723403","8.5106382978723403","8.5106382978723403","14.893617021276601","14.893617021276601","14.893617021276601"
"37","Botswana","BWA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5106382978723403","8.5106382978723403",NA,"17.021276595744698","17.021276595744698","17.021276595744698","17.021276595744698","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","7.9365079365079403","7.9365079365079403","7.9365079365079403","7.9365079365079403","7.9365079365079403","9.5238095238095202","9.5238095238095202","9.5238095238095202","9.5238095238095202","9.5238095238095202","10.7692307692308","10.7692307692308"
"38","Central African Republic","CAF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.52941176470588","3.52941176470588","7.3394495412843996","7.3394495412843996","7.3394495412843996","7.3394495412843996",NA,NA,"10.476190476190499","10.476190476190499","10.476190476190499","10.476190476190499","9.6153846153846203","9.6153846153846203","12.5","12.5",NA,NA,NA,"7.19424460431655","8.5714285714285694","8.5714285714285694","8.5714285714285694","8.5714285714285694"
"39","Canada","CAN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.5980066445183","20.5980066445183","20.5980066445183",NA,"20.5980066445183","20.5980066445183","20.5980066445183","21.103896103896101","21.103896103896101","20.7792207792208","21.311475409836099","22.0779220779221","22.0779220779221","22.0779220779221","24.755700325732899","24.675324675324699","24.675324675324699","25.081433224755699","26.035502958579901","26.035502958579901","26.268656716417901","26.946107784431099","28.9940828402367","28.9940828402367"
"40","Central Europe and the Baltics","CEB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.48243359040274","10.968294772922031","11.482433590402749","12.960082944530845","15.566835871404386","16.116751269035522","16.267510167193841","17.141641854529983","16.72340425531916","17.099106763079547","16.843896214376873","16.815286624203814","17.07006369426751","17.027600849256892","18.433375904640261","19.267188143268832","19.210201563142732","19.705093833780158","20.116487455197138","19.892473118279572","22.30448866265618","22.72096251735308","23.692734844979178","24.988431281813973"
"41","Switzerland","CHE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","21","22.5","23","23","23","25","25","25","25","28.5","28.5","29","29","28.5","29","31","31","32","32","32.5","32.5","41.5","41.5"
"42","Channel Islands","CHI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Chile","CHL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5","10.8333333333333","10.8333333333333","10.8333333333333","10.8333333333333","12.5","12.5","12.5","15","15","15","15","14.1666666666667","14.1666666666667","14.1666666666667","14.1666666666667","15.8333333333333","15.8333333333333","15.8333333333333","15.8333333333333",NA,"22.580645161290299","22.580645161290299","22.580645161290299"
